date,data,time
88.7799988,2016-6-3,21
88.1299973,2016-6-3,22
92.2200012,2016-6-3,23
91.5,2016-6-4,00
90.3700027,2016-6-4,01
90.7300034,2016-6-4,02
92.4100037,2016-6-4,03
92.0199966,2016-6-4,04
98.2600021,2016-6-4,05
94.6399994,2016-6-4,06
93.3199997,2016-6-4,07
93.1900024,2016-6-4,08
91.5199966,2016-6-4,09
94.5,2016-6-4,10
97.7600021,2016-6-4,11
100.669998,2016-6-4,12
99.2300034,2016-6-4,13
98.9899979,2016-6-4,14
102.07,2016-6-4,15
104.830002,2016-6-4,16
108.779999,2016-6-4,17
109.910004,2016-6-4,18
109.220001,2016-6-4,19
108.720001,2016-6-4,20
107.709999,2016-6-4,21
114.300003,2016-6-4,22
109.900002,2016-6-4,23
110.800003,2016-6-5,00
113.059998,2016-6-5,01
112.970001,2016-6-5,02
117.209999,2016-6-5,03
118.110001,2016-6-5,04
116.410004,2016-6-5,05
116.379997,2016-6-5,06
98.3300018,2016-6-5,07
101.529999,2016-6-5,08
103.339996,2016-6-5,09
108.919998,2016-6-5,10
105.989998,2016-6-5,11
108.150002,2016-6-5,12
110.209999,2016-6-5,13
113.370003,2016-6-5,14
114.360001,2016-6-5,15
90.5199966,2016-6-5,16
107.129997,2016-6-5,17
105.75,2016-6-5,18
112.620003,2016-6-5,19
118.25,2016-6-5,20
126.019997,2016-6-5,21
128.490005,2016-6-5,22
134.119995,2016-6-5,23
132.600006,2016-6-6,00
132.610001,2016-6-6,01
133.009995,2016-6-6,02
134.320007,2016-6-6,03
134.720001,2016-6-6,04
136.190002,2016-6-6,05
137.669998,2016-6-6,06
136.690002,2016-6-6,07
136.770004,2016-6-6,08
138.270004,2016-6-6,09
133.289993,2016-6-6,10
131.589996,2016-6-6,11
138.220001,2016-6-6,12
141.339996,2016-6-6,13
142.600006,2016-6-6,14
1.24000001,2016-6-6,15
0.0,2016-6-6,16
139.139999,2016-6-6,17
148.949997,2016-6-6,18
149.139999,2016-6-6,19
148.199997,2016-6-6,20
149.270004,2016-6-6,21
167.899994,2016-6-6,22
151.899994,2016-6-6,23
149.720001,2016-6-7,00
155.139999,2016-6-7,01
154.729996,2016-6-7,02
0.0,2016-6-7,03
155.660004,2016-6-7,06
154.339996,2016-6-7,07
153.460007,2016-6-7,08
0.0,2016-6-7,09
156.729996,2016-6-7,10
158.910004,2016-6-7,11
159.399994,2016-6-7,12
112.139999,2016-6-7,13
112.120003,2016-6-7,14
123.989998,2016-6-7,15
113.489998,2016-6-7,16
129.460007,2016-6-7,17
136.220001,2016-6-7,18
136.529999,2016-6-7,19
138.839996,2016-6-7,20
141.919998,2016-6-7,21
142.929993,2016-6-7,22
133.710007,2016-6-7,23
0.150000006,2016-6-8,00
145.869995,2016-6-8,01
149.309998,2016-6-8,02
152.639999,2016-6-8,03
46.8699989,2016-6-8,04
143.139999,2016-6-8,05
0.209999993,2016-6-8,06
0.0,2016-6-8,07
148.320007,2016-6-8,08
0.0,2016-6-8,09
141.520004,2016-6-8,10
150.509995,2016-6-8,11
0.0,2016-6-8,12
140.119995,2016-6-8,13
0.0,2016-6-8,14
57.3300018,2016-6-8,15
161.600006,2016-6-8,16
143.539993,2016-6-8,17
161.449997,2016-6-8,18
142.889999,2016-6-8,19
146.520004,2016-6-8,20
1.76999998,2016-6-8,21
138.470001,2016-6-8,22
136.899994,2016-6-8,23
137.589996,2016-6-9,00
24.8600006,2016-6-9,01
145.490005,2016-6-9,02
144.820007,2016-6-9,03
149.330002,2016-6-9,04
153.520004,2016-6-9,05
126.790001,2016-6-9,06
120.07,2016-6-9,07
121.559998,2016-6-9,08
134.169998,2016-6-9,09
126.510002,2016-6-9,10
129.610001,2016-6-9,11
140.440002,2016-6-9,12
154.550003,2016-6-9,13
163.669998,2016-6-9,14
151.880005,2016-6-9,15
0.0,2016-6-9,16
172.660004,2016-6-9,17
170.679993,2016-6-9,18
173.149994,2016-6-9,19
169.070007,2016-6-9,20
173.110001,2016-6-9,21
164.440002,2016-6-9,22
165.070007,2016-6-9,23
164.800003,2016-6-10,00
166.880005,2016-6-10,01
167.979996,2016-6-10,02
171.479996,2016-6-10,03
171.699997,2016-6-10,04
167.720001,2016-6-10,05
172.160004,2016-6-10,06
172.339996,2016-6-10,07
167.330002,2016-6-10,08
165.399994,2016-6-10,09
166.029999,2016-6-10,10
168.990005,2016-6-10,11
166.820007,2016-6-10,12
159.949997,2016-6-10,13
0.0,2016-6-10,14
0.0,2016-6-10,15
134.089996,2016-6-10,16
137.110001,2016-6-10,17
0.550000012,2016-6-10,18
141.940002,2016-6-10,19
146.600006,2016-6-10,20
142.559998,2016-6-10,21
0.0,2016-6-10,22
140.029999,2016-6-10,23
137.050003,2016-6-11,00
138.240005,2016-6-11,01
141.169998,2016-6-11,02
138.809998,2016-6-11,03
138.970001,2016-6-11,04
138.679993,2016-6-11,05
138.229996,2016-6-11,06
137.080002,2016-6-11,07
133.039993,2016-6-11,08
137.580002,2016-6-11,09
136.949997,2016-6-11,10
138.149994,2016-6-11,11
138.199997,2016-6-11,12
130.630005,2016-6-11,13
132.070007,2016-6-11,14
131.020004,2016-6-11,15
132.889999,2016-6-11,16
139.009995,2016-6-11,17
137.869995,2016-6-11,18
138.199997,2016-6-11,19
131.690002,2016-6-11,20
134.330002,2016-6-11,21
128.899994,2016-6-11,22
131.350006,2016-6-11,23
206.139999,2016-6-12,00
135.399994,2016-6-12,01
132.669998,2016-6-12,02
131.029999,2016-6-12,03
127.18,2016-6-12,04
127.870003,2016-6-12,05
125.290001,2016-6-12,06
125.059998,2016-6-12,07
125.120003,2016-6-12,08
121.599998,2016-6-12,09
118.830002,2016-6-12,10
121.18,2016-6-12,11
124.150002,2016-6-12,12
121.169998,2016-6-12,13
119.550003,2016-6-12,14
118.559998,2016-6-12,15
122.400002,2016-6-12,16
115.269997,2016-6-12,17
119.220001,2016-6-12,18
122.93,2016-6-12,19
122.059998,2016-6-12,20
117.269997,2016-6-12,21
118.089996,2016-6-12,22
118.059998,2016-6-12,23
129.309998,2016-6-13,00
123.019997,2016-6-13,01
120.440002,2016-6-13,02
118.690002,2016-6-13,03
117.239998,2016-6-13,04
115.709999,2016-6-13,05
111.370003,2016-6-13,06
114.669998,2016-6-13,07
120.629997,2016-6-13,08
104.660004,2016-6-13,09
100.940002,2016-6-13,10
103.879997,2016-6-13,11
110.919998,2016-6-13,12
109.940002,2016-6-13,13
102.629997,2016-6-13,14
107.599998,2016-6-13,15
102.610001,2016-6-13,16
103.540001,2016-6-13,17
105.400002,2016-6-13,18
10.3599997,2016-6-13,19
9.43000031,2016-6-13,20
12.96,2016-6-13,21
15.6300001,2016-6-13,22
14.71,2016-6-13,23
