date,data,time
3.47000003,2016-6-4,07
4.69999981,2016-6-4,08
3.6099999,2016-6-4,09
4.07999992,2016-6-4,10
5.32999992,2016-6-4,11
5.53999996,2016-6-4,12
5.92000008,2016-6-4,13
6.30000019,2016-6-4,14
6.94999981,2016-6-4,15
5.8499999,2016-6-4,16
6.59000015,2016-6-4,17
7.07999992,2016-6-4,18
5.05000019,2016-6-4,19
5.63999987,2016-6-4,20
4.98000002,2016-6-4,21
5.86000013,2016-6-4,22
3.97000003,2016-6-4,23
5.09000015,2016-6-5,00
4.71999979,2016-6-5,01
5.34000015,2016-6-5,02
5.15999985,2016-6-5,03
4.92000008,2016-6-5,04
4.51000023,2016-6-5,05
5.88999987,2016-6-5,06
6.46000004,2016-6-5,07
5.55000019,2016-6-5,08
5.44999981,2016-6-5,09
5.80999994,2016-6-5,10
6.34000015,2016-6-5,11
9.06000042,2016-6-5,12
8.0,2016-6-5,13
9.55000019,2016-6-5,14
8.89999962,2016-6-5,15
8.10000038,2016-6-5,16
6.61000013,2016-6-5,17
8.73999977,2016-6-5,18
7.28000021,2016-6-5,19
8.88000011,2016-6-5,20
8.53999996,2016-6-5,21
6.73999977,2016-6-5,22
6.65999985,2016-6-5,23
5.23000002,2016-6-6,00
5.80000019,2016-6-6,01
5.46999979,2016-6-6,02
6.05999994,2016-6-6,03
5.57000017,2016-6-6,04
5.96000004,2016-6-6,05
5.26999998,2016-6-6,06
5.51000023,2016-6-6,07
4.71999979,2016-6-6,08
4.55000019,2016-6-6,09
4.86999989,2016-6-6,10
7.46000004,2016-6-6,11
6.11000013,2016-6-6,12
6.88000011,2016-6-6,13
8.23999977,2016-6-6,14
8.47000027,2016-6-6,15
8.31999969,2016-6-6,16
7.98000002,2016-6-6,17
7.13999987,2016-6-6,18
8.40999985,2016-6-6,19
7.57000017,2016-6-6,20
4.98000002,2016-6-6,21
5.80000019,2016-6-6,22
5.32000017,2016-6-6,23
5.46999979,2016-6-7,00
5.88000011,2016-6-7,01
6.51000023,2016-6-7,02
5.07000017,2016-6-7,03
6.57999992,2016-6-7,06
6.96999979,2016-6-7,07
5.4000001,2016-6-7,08
6.63999987,2016-6-7,09
5.86000013,2016-6-7,10
8.14000034,2016-6-7,11
7.42999983,2016-6-7,12
7.78999996,2016-6-7,13
7.23999977,2016-6-7,14
7.30000019,2016-6-7,15
7.48000002,2016-6-7,16
7.51000023,2016-6-7,17
7.9000001,2016-6-7,18
7.15999985,2016-6-7,19
6.73999977,2016-6-7,20
7.92999983,2016-6-7,21
6.65999985,2016-6-7,22
7.55000019,2016-6-7,23
6.67000008,2016-6-8,00
6.36999989,2016-6-8,01
6.38000011,2016-6-8,02
5.84000015,2016-6-8,03
5.46999979,2016-6-8,04
3.9000001,2016-6-8,05
4.32999992,2016-6-8,06
4.63999987,2016-6-8,07
5.38999987,2016-6-8,08
5.01000023,2016-6-8,09
3.75999999,2016-6-8,10
3.91000009,2016-6-8,11
5.5,2016-6-8,12
4.98999977,2016-6-8,13
6.44000006,2016-6-8,14
7.28000021,2016-6-8,15
6.76000023,2016-6-8,16
6.76000023,2016-6-8,17
4.76999998,2016-6-8,18
4.46999979,2016-6-8,19
6.03999996,2016-6-8,20
4.96999979,2016-6-8,21
5.01000023,2016-6-8,22
6.71999979,2016-6-8,23
6.30000019,2016-6-9,00
6.28999996,2016-6-9,01
5.78000021,2016-6-9,02
5.98999977,2016-6-9,03
5.78999996,2016-6-9,04
5.48999977,2016-6-9,05
4.11999989,2016-6-9,06
4.01000023,2016-6-9,07
4.73999977,2016-6-9,08
5.82000017,2016-6-9,09
6.42000008,2016-6-9,10
6.38999987,2016-6-9,11
7.11000013,2016-6-9,12
7.26000023,2016-6-9,13
6.94000006,2016-6-9,14
6.23000002,2016-6-9,15
6.13000011,2016-6-9,16
6.88999987,2016-6-9,17
6.03999996,2016-6-9,18
5.6500001,2016-6-9,19
5.86000013,2016-6-9,20
5.61999989,2016-6-9,21
4.98999977,2016-6-9,22
4.59000015,2016-6-9,23
4.57999992,2016-6-10,00
4.38999987,2016-6-10,01
4.1500001,2016-6-10,02
3.70000005,2016-6-10,03
3.33999991,2016-6-10,04
3.63000011,2016-6-10,05
3.98000002,2016-6-10,06
4.30000019,2016-6-10,07
4.32999992,2016-6-10,08
3.45000005,2016-6-10,09
5.03999996,2016-6-10,10
4.84000015,2016-6-10,11
5.69999981,2016-6-10,12
6.13000011,2016-6-10,13
5.42999983,2016-6-10,14
